
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20

 Method : Single Similar Particle Collision

 with the following fixed parameters:

	 Population size: 12
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1171
    2	      1171
    3	      1171
    4	      1171
    5	      1171
    6	      1171
    7	      1171
    8	      1171
    9	      1171
   10	      1171
   11	      1171
   12	      1171
   13	      1171
   14	      1171
   15	      1171
   16	      1171
   17	      1171
   18	      1171
   19	      1171
   20	      1171
   21	      1171
   22	      1171
   23	      1171
   24	      1171
   25	      1171
   26	      1171
   27	      1171
   28	      1171
   29	      1171
   30	      1171
   31	      1171
   32	      1171
   33	      1171
   34	      1171
   35	      1171
   36	      1171
   37	      1171
   38	      1171
   39	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1185
    2	      1185
    3	      1185
    4	      1185
    5	      1185
    6	      1185
    7	      1185
    8	      1185
    9	      1185
   10	      1185
   11	      1185
   12	      1185
   13	      1185
   14	      1185
   15	      1185
   16	      1185
   17	      1185
   18	      1185
   19	      1185
   20	      1185
   21	      1185
   22	      1185
   23	      1185
   24	      1185
   25	      1185
   26	      1185
   27	      1185
   28	      1185
   29	      1185
   30	      1185
   31	      1185
   32	      1185
   33	      1185
   34	      1185
   35	      1185
   36	      1185
   37	      1185
   38	      1185
   39	      1185
   40	      1185
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1195
    2	      1195
    3	      1195
    4	      1195
    5	      1182
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1175
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1173
    2	      1168
    3	      1168
    4	      1168
    5	      1168
    6	      1168
    7	      1168
    8	      1168
    9	      1168
   10	      1168
   11	      1168
   12	      1168
   13	      1168
   14	      1168
   15	      1168
   16	      1168
   17	      1168
   18	      1168
   19	      1168
   20	      1168
   21	      1168
   22	      1168
   23	      1168
   24	      1168
   25	      1168
   26	      1168
   27	      1168
   28	      1168
   29	      1168
   30	      1168
   31	      1168
   32	      1168
   33	      1168
   34	      1168
   35	      1168
   36	      1168
   37	      1168
   38	      1168
   39	      1168
   40	      1168
   41	      1168
   42	      1168
   43	      1168
   44	      1168
   45	      1168
   46	      1168
   47	      1168
   48	      1168
   49	      1168
   50	      1168
   51	      1168
   52	      1168
   53	      1168
   54	      1168
   55	      1168
   56	      1168
   57	      1168
   58	      1168
   59	      1168
   60	      1168
   61	      1168
   62	      1168
   63	      1168
   64	      1168
   65	      1168
   66	      1168
   67	      1168
   68	      1168
   69	      1168
   70	      1168
   71	      1168
   72	      1168
   73	      1168
   74	      1168
   75	      1168
   76	      1168
   77	      1168
   78	      1168
   79	      1168
   80	      1168
   81	      1168
   82	      1168
   83	      1168
   84	      1168
   85	      1168
   86	      1168
   87	      1168
   88	      1168
   89	      1168
   90	      1168
   91	      1168
   92	      1168
   93	      1168
   94	      1168
   95	      1168
   96	      1168
   97	      1168
   98	      1168
   99	      1168
  100	      1168

 Final results:


        100       1165         2041794        512
